cmp_segid,cmp_name,cmp_from,cmp_to,direction,length,cls_hcm85,year,period,auto_speed,los_hcm85,auto_bi,transit_speed,transit_sd,transit_cv,atspd_ratio
164,Masonic,Geary,Bush/Euclid,N,0.200551608548,3,2017,AM,17.6,C,82.00,,,,
52,Broadway,Powell,Larkin,W,0.547817354303,1,2004,AM,16.3,E,,,,,
8,3rd St,Evans,Jamestown,S,1.62369966050,3,2006,AM,23.7,B,,,,,
210,Sutter,Divisadero,Gough,E,0.822182703122,3,2006,AM,15.7,C,,11.0,,,1.4272727272727273
243,US-101,Cortland,Monster Park Exit,S,2.29826827120,Fwy,1991,PM,48.1,D,,,,,
46,Broadway,Gough,Larkin,E,0.364312036169,3,2006,AM,11.4,D,,,,,
24,19th Ave/Park Presidio,Sloat,Lincoln,N,2.12907723919,3,2021,AM,20.852,B,34.00,9.635117067834788,2.4082387959658087,24.99439061311779416600,2.1641667509791741
205,Skyline,Sloat,County Line,S,1.94421775284,3,2013,AM,41.0,A,,,,,
111,Geary,Arguello,Gough,E,1.91390459887,3,2021,PM,18.392,C,13.00,9.13451810792326,1.3164487472990158,14.41180291883302726200,2.0134614418298456
232,I-280,Junipero Serra,Weldon,E,4.02580481717,Fwy,1993,AM,43.0,E,,,,,
35,Bay,Van Ness,Embarcadero,E,1.07470383140,3,2001,AM,16.8,C,,,,,
67,Cesar Chavez,Bryant,Kansas,E,0.375195772370,3,2011,AM,26.9176647607973,A,,7.54,2.41,31.96286472148541114100,3.5699820637662202
204,Skyline,County Line,Sloat,N,1.94410438321,3,2011,AM,44.5144792596024,A,,28.45,4.88,17.15289982425307557100,1.5646565644851459
78,Doyle/Lombard/Richardson,SF Cemetery,Lyon/Francisco,E,0.925783629892,1,2009,AM,12.51540440432,F,,,,,
223,Van Ness/S VanNess,Golden Gate,Washington,N,0.839652033394,3,2006,PM,16.6,C,,5.3,,,3.1320754716981132
133,Harrison,4th,8th,W,0.686806802129,3,2019,PM,12.665400221320548,D,30.00,7.40470439728551,1.5342086698818058,20.71937767622744312500,1.7104531851350550
37,Bayshore,County Line,Industrial,N,2.26529775319,3,2001,PM,33.9,A,,,,,
245,I-80,Fremont Exit,Treasure Island,E,2.69955015435,Fwy,2011,AM,51.357615338726,C,,,,,
225,Van Ness/S VanNess,Lombard,Washington,S,0.576466382615,3,2011,PM,17.0988471752552,C,,6.61,2.17,32.82904689863842662600,2.5868150038207564
50,Broadway,Embarcadero,Montgomery,W,0.348437873429,3,2006,PM,10.1,D,,,,,
23,19th Ave/Park Presidio,Junipero Serra,Sloat,N,1.24888872158,3,2006,AM,22.1,B,,,,,
10,4th St/Stockton,Harrison,Channel,S,0.596754541754,3,2007,PM,14.0516331622153,C,,,,,
182,North Point,Embarcadero,Columbus,W,0.613771483517,3,2009,PM,15.8082207155452,C,,10.3398361285,,,1.5288656917852429
143,Kearny,Market,Columbus,N,0.647422162187,3,2013,PM,11.9,D,,7.5,1.2,16.00000000000000000000,1.5866666666666667
21,16th St,Potrero,Mission,W,0.666427034121,3,2013,AM,14.1,C,,7.6,0.6,7.89473684210526315800,1.8552631578947368
113,Geary,Gough,Arguello,W,1.91511841291,3,2006,AM,17.7,C,,,,,
44,Brannan,3rd,6th,W,0.516217358991,3,2007,AM,15.9,C,,,,,
192,Octavia,Market,Fell,N,0.272347316254,3,2017,AM,8.1,E,51.00,,,,
133,Harrison,4th,8th,W,0.686806802129,3,2011,AM,19.4831578026757,B,,9.63,2.27,23.57217030114226375900,2.0231731882321599
222,Van Ness/S VanNess,13th,Golden Gate,N,0.807720551166,3,2006,PM,10.2,D,,5.0,,,2.0400000000000000
119,Geneva,Santos,Paris,W,1.18847158845,3,2007,PM,21.2209754881035,B,,,,,
179,Montgomery,Broadway,Bush,S,0.506858032647,3,2013,PM,12.8,D,,,,,
25,19th Ave/Park Presidio,Lincoln,Lake,N,1.84601264148,3,2015,AM,21.7,B,,12.5,1.6,12.80000000000000000000,1.7360000000000000
78,Doyle/Lombard/Richardson,SF Cemetery,Lyon/Francisco,E,0.925783629892,1,1993,AM,34.2,B,,,,,
180,North Point,Van Ness,Columbus,E,0.383452476840,3,2001,PM,7.4,E,,,,,
234,US-101,County Line,Cortland,N,2.31092245625,Fwy,2006,PM,55.2,D,,,,,
61,Castro/Divisadero,14th,Geary,N,1.13408167104,3,1993,AM,14.0,C,,,,,
143,Kearny,Market,Columbus,N,0.647422162187,3,2011,PM,14.8249888215675,C,,5.38,2.88,53.53159851301115241600,2.7555741304028810
65,Castro/Divisadero,14th,Market,S,0.322082953500,3,1995,AM,10.4,D,,,,,
184,Oak,Stanyan,Divisadero,E,0.917342330159,3,2017,PM,20.6,B,32.00,,,,
226,Van Ness/S VanNess,Washington,Golden Gate,S,0.839659491227,3,2001,PM,10.0,D,,,,,
15,7th St,Brannan,Market,N,0.722734761560,3,2021,PM,13.38,C,13.00,8.813105599326567,1.5861042246854251,17.99710904186401183400,1.5181935413348958
188,Ocean,19th Ave,Miramar,E,1.10967009791,3,2006,AM,14.3,C,,12.2,,,1.1721311475409836
5,3rd St,Evans,Terry Francois,N,2.35998926098,3,2001,PM,20.5,B,,,,,
209,Stanyan,Turk,Fulton,S,0.199649573974,3,2015,PM,11.5,D,,,,,
57,Bryant,4th,Embarcadero,E,0.772988184956,3,1999,AM,14.4,C,,,,,
187,Oak,Laguna,Franklin,E,0.273284032049,3,2007,AM,12.4098364821419,D,,,,,
165,Masonic,Presidio,Geary,S,0.292435985410,3,1995,PM,12.7,D,,,,,
240,I-280,Weldon,Junipero Serra,S,4.07165382419,Fwy,2021,AM,63.855,A,5.00,,,,
176,Mission/Otis,14th,Cesar Chavez,S,1.39150936015,3,2009,PM,15.2493755915922,C,,6.64326419774,,,2.2954642684209292
243,US-101,Cortland,Monster Park Exit,S,2.29826827120,Fwy,1995,AM,36.3,E,,,,,
195,O'Farrell,Mason,Market,E,0.283457090901,3,2013,AM,13.3,C,,10.1,1.0,9.90099009900990099000,1.3168316831683168
125,Gough,Geary,Golden Gate,S,0.330297793857,3,2013,AM,16.8,C,,,,,
82,Doyle/Lombard/Richardson,SF Cemetery,County Line,W,1.14718637200,1,2015,AM,35.1,A,,16.2,6.5,40.12345679012345679000,2.1666666666666667
48,Broadway,Powell,Montgomery,E,0.354654055522,3,2004,PM,11.2,D,,,,,
221,Van Ness/S VanNess,Cesar Chavez,13th,N,1.48805028807,3,2019,AM,15.604198568533064,C,19.00,,,,
79,Doyle/Lombard/Richardson,Lyon/Francisco,Van Ness,E,1.29004337304,3,2013,PM,18.7,C,,10.3,1.4,13.59223300970873786400,1.8155339805825243
23,19th Ave/Park Presidio,Junipero Serra,Sloat,N,1.24888872158,3,1999,PM,21.5,B,,,,,
161,Market/Portola,Burnett,Santa Clara,W,1.33877798333,3,2007,PM,22.0068182988801,B,,,,,
124,Gough,Pine,Geary,S,0.255620329960,3,2001,AM,28.4,A,,,,,
107,Fulton,Arguello,10th Ave,W,0.533347149871,3,2009,PM,22.1,B,,9.74,,,2.2689938398357290
202,Potrero,Division,21st,S,0.795213636929,3,2021,AM,17.885,C,19.00,10.385267543607478,2.554190828819922,24.59436714648841503000,1.7221511073163338
52,Broadway,Powell,Larkin,W,0.547817354303,1,2006,PM,32.7,B,,,,,
226,Van Ness/S VanNess,Washington,Golden Gate,S,0.839659491227,3,2013,PM,12.8,D,,5.4,0.6,11.11111111111111111100,2.3703703703703704
16,8th St,Market,Bryant,S,0.602907603633,3,2009,PM,17.0051238445969,C,,7.98213551324,,,2.1303977884602978
51,Broadway,Montgomery,Powell,W,0.354653552186,3,2001,AM,8.9,E,,,,,
181,North Point,Columbus,Embarcadero,E,0.613771483517,3,2009,PM,15.8541416189825,C,,9.55575556045,,,1.6591196288654224
43,Brannan,6th,3rd,E,0.510995373176,3,2007,PM,9.9,D,,,,,
85,Duboce/Division,Market,Mission,E,0.348379445760,3,1993,AM,7.7,E,,,,,
212,Sutter,Mason,Gough,W,0.820507468686,3,1993,PM,17.0,C,,,,,
130,Guerrero/San Jose,29th,Monterey,S,1.16595263224,1,2015,AM,24.3,C,,,,,
216,Turk,Stanyan,Divisadero,E,0.912411302068,3,2013,PM,19.5,B,,10.5,2.3,21.90476190476190476200,1.8571428571428571
222,Van Ness/S VanNess,13th,Golden Gate,N,0.807720551166,3,2019,PM,7.627994717762817,E,42.00,6.306670721073652,1.3632883982695887,21.61660975440147186000,1.2095121269410783
191,Ocean,Miramar,19th Ave,W,1.10970844133,3,2007,PM,15.3627108187529,C,,7.6,,,2.0214093182569605
211,Sutter,Market,Mason,W,0.564249764960,3,2013,AM,13.4,C,,7.2,1.4,19.44444444444444444400,1.8611111111111111
232,I-280,Junipero Serra,Weldon,E,4.02580481717,Fwy,2013,PM,65.9,A,,,,,
104,Fulton,10th Ave,Arguello,E,0.533347149871,3,2013,AM,18.1,C,,6.7,1.7,25.37313432835820895500,2.7014925373134328
179,Montgomery,Broadway,Bush,S,0.506858032647,3,2009,AM,14.0647148747172,C,,,,,
67,Cesar Chavez,Bryant,Kansas,E,0.375195772370,3,2021,PM,23.003,B,15.00,,,,
110,Geary,25th Ave,Arguello,E,1.41841474441,3,2017,AM,14.7,C,35.00,8.3,0.6618687,7.97432168674698795200,1.7710843373493976
72,Clay,Kearny,Davis,E,0.378528736482,3,2017,PM,8.2,E,,7.7,0.939214663,12.19759302597402597400,1.0649350649350649
56,Bryant,Division,4th,E,0.993047358802,3,2019,AM,11.078662052362326,D,37.00,6.713463199190836,1.9407951880834484,28.90900166574786072000,1.6502156522877225
37,Bayshore,County Line,Industrial,N,2.26529775319,3,2017,PM,18.9,C,36.00,,,,
178,Mission/Otis,Ocean,Sickles,S,1.44753252430,3,1993,AM,20.8,B,,,,,
14,6th St,Market,Brannan,S,0.722780496169,3,2015,AM,14.6,C,,,,,
47,Broadway,Larkin,Powell,E,0.547817354303,1,2006,PM,26.1,C,,,,,
244,I-80,US-101,Fremont Exit,E,1.73853632973,Fwy,1999,AM,28.8,F,,,,,
54,Brotherhood,Junipero Serra,Alemany,E,0.429305973448,3,2009,PM,26.6470975806353,A,,,,,
87,Duboce/Division,Potrero,Mission,W,0.662127318457,3,2001,PM,12.0,D,,,,,
161,Market/Portola,Burnett,Santa Clara,W,1.33877798333,3,2015,AM,18.5,C,,11.2,2.3,20.53571428571428571400,1.6517857142857143
168,Mission/Otis,Ocean,Cesar Chavez,N,1.94753609116,3,2015,AM,13.1,C,,7.5,0.7,9.33333333333333333300,1.7466666666666667
64,Castro/Divisadero,Geary,14th,S,1.13367559359,3,1999,AM,14.0,C,,,,,
150,Main,Mission,Market,N,0.121791230451,3,2021,AM,12.587,D,14.00,,,,
212,Sutter,Mason,Gough,W,0.820507468686,3,2006,AM,12.8,D,,7.1,,,1.8028169014084507
15,7th St,Brannan,Market,N,0.722734761560,3,2013,PM,13.7,C,,6.2,1.0,16.12903225806451612900,2.2096774193548387
170,Mission/Otis,14th,9th,N,0.649404914678,3,2009,PM,13.2835044016865,C,,7.5484639647,,,1.7597625773675438
109,Geary,Great Hwy,25th Ave,E,1.77842309125,3,1993,PM,26.2,A,,,,,
122,Golden Gate,Masonic,Franklin,E,1.37296134315,3,1993,PM,20.4,B,,,,,
198,Pine,Leavenworth,Franklin,W,0.455701314987,3,2001,PM,9.4,D,,,,,
63,Castro/Divisadero,Pine,Geary,S,0.265206469451,3,2001,PM,12.6,D,,,,,
217,Turk,Market,Hyde,W,0.375659761448,3,2015,PM,12.5,D,,6.7,1.6,23.88059701492537313400,1.8656716417910448
110,Geary,25th Ave,Arguello,E,1.41841474441,3,2011,PM,21.4952943923254,B,,8.38,1.81,21.59904534606205250600,2.5650709298717661
54,Brotherhood,Junipero Serra,Alemany,E,0.429305973448,3,2009,AM,25.8039799438391,A,,,,,
73,Columbus,Montgomery,Greenwich,N,0.670645592975,3,1995,PM,12.9,D,,,,,
208,Stanyan,Fulton,Turk,N,0.197824394368,3,2007,AM,16.6147357588175,C,,,,,
211,Sutter,Market,Mason,W,0.564249764960,3,2013,PM,11.9,D,,5.7,1.4,24.56140350877192982500,2.0877192982456140
7,3rd St,Terry Francois,Evans,S,2.36056503215,3,2021,PM,19.667,B,15.00,12.330031830518015,3.4039614468554693,27.60707752943781733400,1.5950485992519730
19,16th St,Market,Mission,E,0.735953916712,3,2009,AM,12.1477981863503,D,,7.634614196,,,1.5911476172188099
149,Lincoln/ Kezar,5th Ave,19th Ave,W,0.830036717317,3,2004,PM,9.1,D,,,,,
24,19th Ave/Park Presidio,Sloat,Lincoln,N,2.12907723919,3,2009,PM,22.9607852837511,B,,13.7374793983,,,1.6713972496724891
233,I-280,Weldon,6th/Brannan,N,3.51470300942,Fwy,2011,AM,28.1005824853245,F,,,,,
68,Cesar Chavez,Kansas,3rd,E,0.795213243079,3,2001,AM,19.5,B,,,,,
112,Geary,Kearny,Gough,W,1.17639703583,3,2013,AM,13.4,C,,8.3,0.6,7.22891566265060241000,1.6144578313253012
48,Broadway,Powell,Montgomery,E,0.354654055522,3,2009,AM,20.1174897033041,B,,8.2159014441,,,2.4486040686078171
102,Fremont,Harrison,Market,N,0.481453823054,3,2011,AM,13.5809697879291,C,,,,,
102,Fremont,Harrison,Market,N,0.481453823054,3,2007,PM,10.4849324357104,D,,,,,
181,North Point,Columbus,Embarcadero,E,0.613771483517,3,2011,PM,16.30934499805,C,,8.38,2.41,28.75894988066825775700,1.9462225534665871
216,Turk,Stanyan,Divisadero,E,0.912411302068,3,2021,AM,18.212,C,14.00,,,,
101,Franklin,Pine,Lombard,N,0.830624686731,3,2007,PM,21.7308289957163,B,,,,,
94,Fell,Gough,Laguna,W,0.181758774817,3,2015,PM,12.7,D,,,,,
232,I-280,Junipero Serra,Weldon,E,4.02580481717,Fwy,2015,PM,63.8,A,,,,,
13,6th St,Brannan,Market,N,0.722782725809,3,2001,AM,4.7,F,,,,,
41,Beale/Davis,Clay,Mission,S,0.324642787669,3,2009,AM,12.783821875312,D,,6.75507282135,,,1.8924772853532548
41,Beale/Davis,Clay,Mission,S,0.324642787669,3,2001,PM,8.4,E,,,,,
86,Duboce/Division,Mission,Potrero,E,0.662291590226,3,2017,AM,11.3,D,,,,,
234,US-101,County Line,Cortland,N,2.31092245625,Fwy,2001,PM,43.2,A,,,,,
84,Drumm,Washington,Market,S,0.216551603299,3,2017,PM,7.6,E,,,,,
14,6th St,Market,Brannan,S,0.722780496169,3,2004,AM,8.3,E,,,,,
135,Hayes,Market,Gough,W,0.391576854315,3,2013,PM,11.5,D,,4.5,0.9,20.00000000000000000000,2.5555555555555556
239,I-280,6th/Brannan,Weldon,S,3.46971923620,Fwy,2017,PM,39.0,E,66.00,,,,
110,Geary,25th Ave,Arguello,E,1.41841474441,3,2006,PM,14.9,C,,,,,
148,Lincoln/ Kezar,Stanyan,5th Ave,W,0.699712820656,3,2019,PM,19.686291767197456,B,22.00,,,,
126,Gough,Golden Gate,Market,S,0.541309002365,3,2004,AM,8.9,E,,,,,
23,19th Ave/Park Presidio,Junipero Serra,Sloat,N,1.24888872158,3,2017,AM,17.8,C,26.00,12.3,0.846458049,6.88177275609756097600,1.4471544715447154
97,Folsom,8th,4th,E,0.687212732205,3,2009,AM,14.9465297151388,C,,9.77453097647,,,1.5291301189918198
62,Castro/Divisadero,Geary,Pine,N,0.265206469451,3,2021,PM,12.297,D,12.00,5.4212431472302285,1.3765188010571574,25.39120204856400285000,2.2682989244418358
100,Franklin,Market,Pine,N,1.06130230475,3,2006,AM,13.5,C,,,,,
140,Junipero Serra,Sloat,19th,S,1.21066503663,1,2021,AM,26.82,C,18.00,,,,
194,O'Farrell,Gough,Mason,E,0.847471383395,3,2006,AM,11.9,D,,,,,
102,Fremont,Harrison,Market,N,0.481453823054,3,2011,PM,10.5959724473108,D,,,,,
136,Howard,Embarcadero,S Van Ness,W,2.10857259785,3,2001,AM,14.2,C,,,,,
77,Doyle/Lombard/Richardson,County Line,SF Cemetery,E,1.15791853500,1,2019,PM,48.57348792829261,A,10.00,,,,
124,Gough,Pine,Geary,S,0.255620329960,3,2009,PM,24.3001241988102,B,,,,,
133,Harrison,4th,8th,W,0.686806802129,3,2007,AM,16.0065244680654,C,,,,,
166,Masonic,Geary,Page,S,0.787685338768,3,2007,AM,16.2159878651535,C,,,,,
237,I-80,Treasure Island,Fremont Exit,W,2.71014073660,Fwy,2006,AM,36.8,E,,,,,
39,Bayshore,Jerrold,Industrial,S,0.802763976744,3,2021,PM,22.023,B,15.00,11.5076623395594,3.3035996699272827,28.70782590283900684000,1.9137683527863406
2,2nd St,Brannan,Market,N,0.721663762149,3,2007,PM,11.7943275171251,D,,,,,
165,Masonic,Presidio,Geary,S,0.292435985410,3,2015,PM,9.5,D,,,,,
225,Van Ness/S VanNess,Lombard,Washington,S,0.576466382615,3,2021,AM,16.101,C,34.00,8.40074963013854,2.472758281165298,29.43497175887765137600,1.9166146723663841
75,Columbus,North Point,Greenwich,S,0.424419897198,3,2006,PM,15.9,C,,7.3,,,2.1780821917808219
123,Golden Gate,Franklin,Market,E,0.654019427686,3,2013,AM,10.899082568807394,D,,9.3,1.8,19.35483870967741935500,1.1719443622373542
27,19th Ave/Park Presidio,US-101,Lake,S,1.25908915215,1,2006,PM,35.4,A,,,,,
4,3rd St,Jamestown,Evans,N,1.62369965920,3,2011,AM,23.939494009842,B,,5.72,2.6,45.45454545454545454500,4.1852262254968531
89,Embarcadero,Townsend,North Point,N,2.16495434302,3,2019,PM,14.063860662448828,C,21.00,,,,
18,10th St,Market,Brannan,S,0.726749459703,3,1993,AM,20.5,B,,,,,
2,2nd St,Brannan,Market,N,0.721663762149,3,2006,PM,9.5,D,,,,,
149,Lincoln/ Kezar,5th Ave,19th Ave,W,0.830036717317,3,2013,PM,18.0,C,,11.1,2.2,19.81981981981981982000,1.6216216216216216
47,Broadway,Larkin,Powell,E,0.547817354303,1,1993,PM,38.9,A,,,,,
158,Market/Portola,Van Ness,Guerrero,W,0.431522395133,3,2017,AM,13.7,C,36.00,7.4,1.282883266,17.33626035135135135100,1.8513513513513514
195,O'Farrell,Mason,Market,E,0.283457090901,3,2013,PM,12.5,D,,8.1,1.1,13.58024691358024691400,1.5432098765432099
67,Cesar Chavez,Bryant,Kansas,E,0.375195772370,3,2021,AM,24.992,B,17.00,,,,
53,Broadway,Larkin,Gough,W,0.363564254544,3,2001,PM,9.9,D,,,,,
60,Castro/Divisadero,Market,14th,N,0.322082953500,3,1993,AM,17.5,C,,,,,
11,5th St,Brannan,Market,N,0.722305536750,3,1991,AM,7.9,E,,,,,
38,Bayshore,Industrial,Cesar Chavez,N,0.829650030423,3,2015,PM,17.3,C,,9.7,3.1,31.95876288659793814400,1.7835051546391753
237,I-80,Treasure Island,Fremont Exit,W,2.71014073660,Fwy,2001,PM,31.6,E,,,,,
61,Castro/Divisadero,14th,Geary,N,1.13408167104,3,2017,AM,10.0,D,33.00,6.4,1.053539299,16.46155154687500000000,1.5625000000000000
95,Fell,Laguna,Stanyan,W,1.56263550676,3,2013,AM,23.8,B,,,,,
183,North Point,Columbus,Van Ness,W,0.383452476840,3,2017,PM,12.2,D,,6.1,0.745355992,12.21895068852459016400,2.0000000000000000
201,Potrero,21st,Division,N,0.795213636929,3,1993,AM,21.4,B,,,,,
241,US-101,Market,I-80,S,1.16608829092,Fwy,2009,AM,40.3,E,,,,,
186,Oak,Fillmore,Laguna,E,0.273835595627,3,2006,AM,16.5,C,,,,,
78,Doyle/Lombard/Richardson,SF Cemetery,Lyon/Francisco,E,0.925783629892,1,2015,PM,35.1,A,,18.5,3.0,16.21621621621621621600,1.8972972972972973
81,Doyle/Lombard/Richardson,Lyon/Francisco,SF Cemetery,W,0.958092169447,1,2007,AM,40.2995279635845,A,,,,,
156,Market/Portola,Van Ness,Drumm,E,1.77159678410,3,2006,PM,11.0,D,,6.6,,,1.6666666666666667
15,7th St,Brannan,Market,N,0.722734761560,3,2015,PM,8.3,E,,4.7,0.9,19.14893617021276595700,1.7659574468085106
91,Evans,Cesar Chavez,3rd,S,0.725419720476,3,2017,AM,10.4,D,,9.9,2.071834936,20.92762561616161616200,1.0505050505050505
235,US-101,Cortland,I-80,N,1.90212110186,Fwy,2001,PM,24.0,F,,,,,
70,Cesar Chavez,Kansas,Bryant,W,0.377772402655,3,2015,AM,20.4,B,,,,,
102,Fremont,Harrison,Market,N,0.481453823054,3,1993,PM,9.3,D,,,,,
73,Columbus,Montgomery,Greenwich,N,0.670645592975,3,1993,PM,12.8,D,,,,,
217,Turk,Market,Hyde,W,0.375659761448,3,1999,AM,11.7,D,,,,,
232,I-280,Junipero Serra,Weldon,E,4.02580481717,Fwy,2011,PM,61.3340820240687,A,,,,,
73,Columbus,Montgomery,Greenwich,N,0.670645592975,3,2019,PM,12.177453762541806,D,30.00,4.838786595860045,0.8810711691831821,18.20851471187025307600,2.5166337719792306
103,Fulton,Park Presidio,10th Ave,E,0.204862455561,3,2015,AM,19.3,B,,9.2,2.9,31.52173913043478260900,2.0978260869565217
76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,2011,PM,12.3042283250631,D,,5.15,1.69,32.81553398058252427200,2.3891705485559417
209,Stanyan,Turk,Fulton,S,0.199649573974,3,2011,AM,11.2156020726107,D,,,,,
36,Bay,Embarcadero,Van Ness,W,1.07470567787,3,2019,AM,15.427829179772562,C,31.00,,,,
211,Sutter,Market,Mason,W,0.564249764960,3,2009,PM,11.3363601437566,D,,6.11832219985,,,1.8528543894001738
