geom,intersection_lat,intersection_lon,year,st_asgeojson,biccol,pedcol,bickill,pedkill,ambiccol,pmbiccol,ampedcol,pmpedcol,ambickill,pmbickill,ampedkill,pmpedkill,street_names,bicinj,pedinj,ambicinj,pmbicinj,ampedinj,pmpedinj
POINT(-122.362687924 37.8118959065),37.81189591,-122.3626879,2008,"{""type"":""Point"",""coordinates"":[-122.362687924,37.8118959065]}",0,1,0,1,0,0,0,1,0,0,0,1,"['HARRIET LN', 'HEALY AVE', 'NORTH GATE RD']",0,0,0,0,0,0
POINT(-122.362687924 37.8118959065),37.81189591,-122.3626879,2010,"{""type"":""Point"",""coordinates"":[-122.362687924,37.8118959065]}",0,1,0,0,0,0,1,0,0,0,0,0,"['HARRIET LN', 'HEALY AVE', 'NORTH GATE RD']",0,1,0,0,1,0
POINT(-122.363147334 37.8119019961),37.811902,-122.3631473,2011,"{""type"":""Point"",""coordinates"":[-122.363147334,37.8119019961]}",0,1,0,0,0,0,0,1,0,0,0,0,"['I-80 E ON RAMP', 'I-80 EASTBOUND']",0,1,0,0,0,1
POINT(-122.363742766 37.8235744254),37.82357443,-122.3637428,2016,"{""type"":""Point"",""coordinates"":[-122.363742766,37.8235744254]}",1,0,0,0,0,1,0,0,0,0,0,0,"['04TH TI ST', 'AVENUE N']",1,0,0,1,0,0
POINT(-122.367433795 37.8078191921),37.80781919,-122.3674338,2014,"{""type"":""Point"",""coordinates"":[-122.367433795,37.8078191921]}",0,1,0,0,0,0,1,0,0,0,0,0,"['I-80 W ON RAMP', 'I-80 WESTBOUND']",0,1,0,0,1,0
POINT(-122.369060911 37.8187490198),37.81874902,-122.3690609,2007,"{""type"":""Point"",""coordinates"":[-122.369060911,37.8187490198]}",1,0,0,0,0,1,0,0,0,0,0,0,"['AVENUE D', 'CALIFORNIA AVE']",1,0,0,1,0,0
POINT(-122.369540922 37.7294740253),37.72947403,-122.3695409,2015,"{""type"":""Point"",""coordinates"":[-122.369540922,37.7294740253]}",0,1,0,0,0,0,1,0,0,0,0,0,"['DONAHUE ST', 'HUDSON AVE']",0,1,0,0,1,0
POINT(-122.370145384 37.7288061449),37.72880614,-122.3701454,2014,"{""type"":""Point"",""coordinates"":[-122.370145384,37.7288061449]}",0,1,0,0,0,0,1,0,0,0,0,0,"['DONAHUE ST', 'INNES AVE']",0,1,0,0,1,0
POINT(-122.37038772 37.8181870341),37.81818703,-122.3703877,2006,"{""type"":""Point"",""coordinates"":[-122.37038772,37.8181870341]}",0,1,0,0,0,0,0,1,0,0,0,0,"['AVENUE C', 'CALIFORNIA AVE']",0,1,0,0,0,1
POINT(-122.37038772 37.8181870341),37.81818703,-122.3703877,2012,"{""type"":""Point"",""coordinates"":[-122.37038772,37.8181870341]}",0,1,0,0,0,0,0,1,0,0,0,0,"['AVENUE C', 'CALIFORNIA AVE']",0,1,0,0,0,1
POINT(-122.37038772 37.8181870341),37.81818703,-122.3703877,2016,"{""type"":""Point"",""coordinates"":[-122.37038772,37.8181870341]}",0,1,0,0,0,0,0,1,0,0,0,0,"['AVENUE C', 'CALIFORNIA AVE']",0,1,0,0,0,1
POINT(-122.373157914 37.7286385376),37.72863854,-122.3731579,2006,"{""type"":""Point"",""coordinates"":[-122.373157914,37.7286385376]}",1,0,0,0,0,1,0,0,0,0,0,0,"['EARL ST', 'KIRKWOOD AVE']",1,0,0,1,0,0
POINT(-122.373890404 37.8275594309),37.82755943,-122.3738904,2010,"{""type"":""Point"",""coordinates"":[-122.373890404,37.8275594309]}",1,0,0,0,0,1,0,0,0,0,0,0,"['13TH TI ST', 'AVENUE E']",1,0,0,1,0,0
POINT(-122.375758215 37.7319966003),37.7319966,-122.3757582,2017,"{""type"":""Point"",""coordinates"":[-122.375758215,37.7319966003]}",0,1,0,0,0,0,0,1,0,0,0,0,"['GRIFFITH ST', 'INNES AVE']",0,1,0,0,0,1
POINT(-122.376153168 37.8226296777),37.82262968,-122.3761532,2017,"{""type"":""Point"",""coordinates"":[-122.376153168,37.8226296777]}",1,0,0,0,0,1,0,0,0,0,0,0,"['09TH TI ST', 'AVENUE OF THE PALMS', 'PERIMETER PATH']",1,0,0,1,0,0
POINT(-122.376999545 37.7310098713),37.73100987,-122.3769995,2015,"{""type"":""Point"",""coordinates"":[-122.376999545,37.7310098713]}",1,0,0,0,0,1,0,0,0,0,0,0,"['HARBOR RD', 'NORTHRIDGE RD']",1,0,0,1,0,0
POINT(-122.377588899 37.8270435442),37.82704354,-122.3775889,2009,"{""type"":""Point"",""coordinates"":[-122.377588899,37.8270435442]}",0,1,0,0,0,0,0,1,0,0,0,0,"['AVENUE B', 'GATEVIEW AVE']",0,1,0,0,0,1
POINT(-122.378392114 37.7259321604),37.72593216,-122.3783921,2016,"{""type"":""Point"",""coordinates"":[-122.378392114,37.7259321604]}",0,1,0,0,0,0,1,0,0,0,0,0,"['ARELIOUS WALKER DR', 'QUESADA AVE']",0,1,0,0,1,0
POINT(-122.379174739 37.728231786),37.72823179,-122.3791747,2016,"{""type"":""Point"",""coordinates"":[-122.379174739,37.728231786]}",0,1,0,0,0,0,0,1,0,0,0,0,"['GRIFFITH ST', 'OAKDALE AVE']",0,1,0,0,0,1
POINT(-122.379596063 37.7324645723),37.73246457,-122.3795961,2008,"{""type"":""Point"",""coordinates"":[-122.379596063,37.7324645723]}",0,1,0,0,0,0,0,1,0,0,0,0,"['HUDSON AVE', 'INGALLS ST']",0,1,0,0,0,1
POINT(-122.379931726 37.7333807337),37.73338073,-122.3799317,2013,"{""type"":""Point"",""coordinates"":[-122.379931726,37.7333807337]}",0,1,0,0,0,0,1,0,0,0,0,0,"['HARBOR RD', 'INGALLS ST']",0,1,0,0,1,0
POINT(-122.380184589 37.7324221748),37.73242217,-122.3801846,2007,"{""type"":""Point"",""coordinates"":[-122.380184589,37.7324221748]}",0,1,0,0,0,0,1,0,0,0,0,0,"['BERTHA LN', 'HUDSON AVE']",0,1,0,0,1,0
POINT(-122.381146511 37.7313877877),37.73138779,-122.3811465,2017,"{""type"":""Point"",""coordinates"":[-122.381146511,37.7313877877]}",1,0,0,0,1,0,0,0,0,0,0,0,"['BEATRICE LN', 'LILLIAN ST']",1,0,1,0,0,0
POINT(-122.381439389 37.7305817186),37.73058172,-122.3814394,2016,"{""type"":""Point"",""coordinates"":[-122.381439389,37.7305817186]}",0,1,0,0,0,0,0,1,0,0,0,0,"['INGALLS ST', 'LA SALLE AVE']",0,1,0,0,0,1
POINT(-122.382887872 37.7303419716),37.73034197,-122.3828879,2011,"{""type"":""Point"",""coordinates"":[-122.382887872,37.7303419716]}",1,0,0,0,0,1,0,0,0,0,0,0,"['INGALLS ST', 'OAKDALE AVE']",1,0,0,1,0,0
POINT(-122.382962002 37.7346032049),37.7346032,-122.382962,2011,"{""type"":""Point"",""coordinates"":[-122.382962002,37.7346032049]}",0,1,0,0,0,0,0,1,0,0,0,0,"['ARDATH CT', 'HAWKINS LN', 'HUDSON AVE']",0,1,0,0,0,1
POINT(-122.383407613 37.7332365171),37.73323652,-122.3834076,2011,"{""type"":""Point"",""coordinates"":[-122.383407613,37.7332365171]}",0,1,0,0,0,0,0,1,0,0,0,0,"['PROGRESS ST', 'WHITNEY YOUNG CIR']",0,1,0,0,0,1
POINT(-122.38341043 37.7391771706),37.73917717,-122.3834104,2006,"{""type"":""Point"",""coordinates"":[-122.38341043,37.7391771706]}",0,1,0,0,0,0,1,0,0,0,0,0,"['FAIRFAX AVE', 'LANE ST']",0,1,0,0,1,0
POINT(-122.38341043 37.7391771706),37.73917717,-122.3834104,2008,"{""type"":""Point"",""coordinates"":[-122.38341043,37.7391771706]}",0,1,0,0,0,0,0,1,0,0,0,0,"['FAIRFAX AVE', 'LANE ST']",0,1,0,0,0,1
POINT(-122.383431184 37.729737553),37.72973755,-122.3834312,2015,"{""type"":""Point"",""coordinates"":[-122.383431184,37.729737553]}",0,1,0,0,0,0,0,1,0,0,0,0,"['INGALLS ST', 'PALOU AVE']",0,1,0,0,0,1
POINT(-122.383431184 37.729737553),37.72973755,-122.3834312,2016,"{""type"":""Point"",""coordinates"":[-122.383431184,37.729737553]}",1,1,0,0,1,0,0,1,0,0,0,0,"['INGALLS ST', 'PALOU AVE']",1,1,1,0,0,1
POINT(-122.383637861 37.7366045277),37.73660453,-122.3836379,2014,"{""type"":""Point"",""coordinates"":[-122.383637861,37.7366045277]}",0,1,0,0,0,0,0,1,0,0,0,0,"['HUDSON AVE', 'REUEL CT']",0,1,0,0,0,1
POINT(-122.384402011 37.716090968),37.71609097,-122.384402,2007,"{""type"":""Point"",""coordinates"":[-122.384402011,37.716090968]}",0,1,0,0,0,0,0,1,0,0,0,0,"['EARL ST', 'GILMAN AVE']",0,1,0,0,0,1
POINT(-122.384556305 37.728485849),37.72848585,-122.3845563,2009,"{""type"":""Point"",""coordinates"":[-122.384556305,37.728485849]}",0,1,0,0,0,0,1,0,0,0,0,0,"['INGALLS ST', 'REVERE AVE']",0,1,0,0,1,0
POINT(-122.38470554 37.7408975166),37.74089752,-122.3847055,2012,"{""type"":""Point"",""coordinates"":[-122.38470554,37.7408975166]}",0,1,0,0,0,0,1,0,0,0,0,0,"['EVANS AVE', 'MENDELL ST']",0,1,0,0,1,0
POINT(-122.385118851 37.7278599934),37.72785999,-122.3851189,2006,"{""type"":""Point"",""coordinates"":[-122.385118851,37.7278599934]}",0,1,0,0,0,0,1,0,0,0,0,0,"['INGALLS ST', 'SHAFTER AVE']",0,1,0,0,1,0
POINT(-122.385118851 37.7278599934),37.72785999,-122.3851189,2012,"{""type"":""Point"",""coordinates"":[-122.385118851,37.7278599934]}",0,2,0,0,0,0,0,2,0,0,0,0,"['INGALLS ST', 'SHAFTER AVE']",0,2,0,0,0,2
POINT(-122.385281656 37.740240016),37.74024002,-122.3852817,2011,"{""type"":""Point"",""coordinates"":[-122.385281656,37.740240016]}",1,0,0,0,0,1,0,0,0,0,0,0,"['FAIRFAX AVE', 'MENDELL ST']",1,0,0,1,0,0
POINT(-122.385281656 37.740240016),37.74024002,-122.3852817,2015,"{""type"":""Point"",""coordinates"":[-122.385281656,37.740240016]}",1,0,0,0,0,1,0,0,0,0,0,0,"['FAIRFAX AVE', 'MENDELL ST']",1,0,0,1,0,0
POINT(-122.385286995 37.7307908148),37.73079081,-122.385287,2007,"{""type"":""Point"",""coordinates"":[-122.385286995,37.7307908148]}",0,1,0,0,0,0,0,1,0,0,0,0,"['JENNINGS ST', 'PALOU AVE']",0,1,0,0,0,1
POINT(-122.385616007 37.7503827757),37.75038278,-122.385616,2008,"{""type"":""Point"",""coordinates"":[-122.385616007,37.7503827757]}",0,1,0,0,0,0,0,1,0,0,0,0,"['CESAR CHAVEZ ST', 'MICHIGAN ST']",0,1,0,0,0,1
POINT(-122.386045541 37.7331034788),37.73310348,-122.3860455,2008,"{""type"":""Point"",""coordinates"":[-122.386045541,37.7331034788]}",0,2,0,0,0,0,1,1,0,0,0,0,"['KEITH ST', 'NEWCOMB AVE']",0,2,0,0,1,1
POINT(-122.386243138 37.7203570253),37.72035703,-122.3862431,2014,"{""type"":""Point"",""coordinates"":[-122.386243138,37.7203570253]}",0,1,0,0,0,0,1,0,0,0,0,0,"['CAMERON WAY', 'NICHOLS WAY']",0,1,0,0,1,0
POINT(-122.386398905 37.7389830507),37.73898305,-122.3863989,2010,"{""type"":""Point"",""coordinates"":[-122.386398905,37.7389830507]}",0,1,0,0,0,0,0,1,0,0,0,0,"['HUDSON AVE', 'MENDELL ST']",0,1,0,0,0,1
POINT(-122.386398905 37.7389830507),37.73898305,-122.3863989,2015,"{""type"":""Point"",""coordinates"":[-122.386398905,37.7389830507]}",1,0,0,0,0,1,0,0,0,0,0,0,"['HUDSON AVE', 'MENDELL ST']",1,0,0,1,0,0
POINT(-122.386398905 37.7389830507),37.73898305,-122.3863989,2017,"{""type"":""Point"",""coordinates"":[-122.386398905,37.7389830507]}",0,2,0,0,0,0,1,1,0,0,0,0,"['HUDSON AVE', 'MENDELL ST']",0,2,0,0,1,1
POINT(-122.386418476 37.7295427115),37.72954271,-122.3864185,2012,"{""type"":""Point"",""coordinates"":[-122.386418476,37.7295427115]}",0,1,0,0,0,0,0,1,0,0,0,0,"['JENNINGS ST', 'REVERE AVE']",0,1,0,0,0,1
POINT(-122.386418476 37.7295427115),37.72954271,-122.3864185,2013,"{""type"":""Point"",""coordinates"":[-122.386418476,37.7295427115]}",0,1,0,0,0,0,0,1,0,0,0,0,"['JENNINGS ST', 'REVERE AVE']",0,1,0,0,0,1
POINT(-122.386418476 37.7295427115),37.72954271,-122.3864185,2017,"{""type"":""Point"",""coordinates"":[-122.386418476,37.7295427115]}",0,1,0,0,0,0,0,1,0,0,0,0,"['JENNINGS ST', 'REVERE AVE']",0,1,0,0,0,1
POINT(-122.386554542 37.7419502411),37.74195024,-122.3865545,2008,"{""type"":""Point"",""coordinates"":[-122.386554542,37.7419502411]}",1,0,1,0,0,1,0,0,0,1,0,0,"['EVANS AVE', 'NEWHALL ST']",0,0,0,0,0,0
POINT(-122.386554542 37.7419502411),37.74195024,-122.3865545,2011,"{""type"":""Point"",""coordinates"":[-122.386554542,37.7419502411]}",0,1,0,0,0,0,0,1,0,0,0,0,"['EVANS AVE', 'NEWHALL ST']",0,1,0,0,0,1
POINT(-122.386554542 37.7419502411),37.74195024,-122.3865545,2014,"{""type"":""Point"",""coordinates"":[-122.386554542,37.7419502411]}",0,1,0,0,0,0,0,1,0,0,0,0,"['EVANS AVE', 'NEWHALL ST']",0,1,0,0,0,1
POINT(-122.386618704 37.7324663907),37.73246639,-122.3866187,2011,"{""type"":""Point"",""coordinates"":[-122.386618704,37.7324663907]}",0,1,0,0,0,0,0,1,0,0,0,0,"['KEITH ST', 'OAKDALE AVE']",0,1,0,0,0,1
POINT(-122.386849666 37.7175090012),37.717509,-122.3868497,2010,"{""type"":""Point"",""coordinates"":[-122.386849666,37.7175090012]}",0,1,0,0,0,0,0,1,0,0,0,0,"['GIANTS DR', 'GILMAN AVE']",0,1,0,0,0,1
POINT(-122.386961692 37.7383588229),37.73835882,-122.3869617,2010,"{""type"":""Point"",""coordinates"":[-122.386961692,37.7383588229]}",0,1,0,0,0,0,0,1,0,0,0,0,"['INNES AVE', 'MENDELL ST']",0,1,0,0,0,1
POINT(-122.386984202 37.7289186561),37.72891866,-122.3869842,2007,"{""type"":""Point"",""coordinates"":[-122.386984202,37.7289186561]}",0,1,0,0,0,0,1,0,0,0,0,0,"['JENNINGS ST', 'SHAFTER AVE']",0,1,0,0,1,0
POINT(-122.387065851 37.7554462209),37.75544622,-122.3870659,2006,"{""type"":""Point"",""coordinates"":[-122.387065851,37.7554462209]}",1,0,0,0,1,0,0,0,0,0,0,0,"['23RD ST', 'ILLINOIS ST']",1,0,1,0,0,0
POINT(-122.387065851 37.7554462209),37.75544622,-122.3870659,2015,"{""type"":""Point"",""coordinates"":[-122.387065851,37.7554462209]}",1,0,0,0,0,1,0,0,0,0,0,0,"['23RD ST', 'ILLINOIS ST']",1,0,0,1,0,0
POINT(-122.387143312 37.7412973665),37.74129737,-122.3871433,2010,"{""type"":""Point"",""coordinates"":[-122.387143312,37.7412973665]}",1,0,0,0,0,1,0,0,0,0,0,0,"['FAIRFAX AVE', 'NEWHALL ST']",1,0,0,1,0,0
POINT(-122.387166512 37.7318574705),37.73185747,-122.3871665,2008,"{""type"":""Point"",""coordinates"":[-122.387166512,37.7318574705]}",1,1,0,0,0,1,0,1,0,0,0,0,"['KEITH ST', 'PALOU AVE']",1,1,0,1,0,1
POINT(-122.387166512 37.7318574705),37.73185747,-122.3871665,2009,"{""type"":""Point"",""coordinates"":[-122.387166512,37.7318574705]}",0,1,0,0,0,0,1,0,0,0,0,0,"['KEITH ST', 'PALOU AVE']",0,1,0,0,1,0
POINT(-122.387166512 37.7318574705),37.73185747,-122.3871665,2010,"{""type"":""Point"",""coordinates"":[-122.387166512,37.7318574705]}",1,0,0,0,1,0,0,0,0,0,0,0,"['KEITH ST', 'PALOU AVE']",1,0,1,0,0,0
POINT(-122.387166512 37.7318574705),37.73185747,-122.3871665,2013,"{""type"":""Point"",""coordinates"":[-122.387166512,37.7318574705]}",0,1,0,0,0,0,1,0,0,0,0,0,"['KEITH ST', 'PALOU AVE']",0,1,0,0,1,0
POINT(-122.387175616 37.7356616082),37.73566161,-122.3871756,2012,"{""type"":""Point"",""coordinates"":[-122.387175616,37.7356616082]}",1,0,0,0,0,1,0,0,0,0,0,0,"['CASHMERE ST', 'LA SALLE AVE']",1,0,0,1,0,0
POINT(-122.387194548 37.7567776883),37.75677769,-122.3871945,2014,"{""type"":""Point"",""coordinates"":[-122.387194548,37.7567776883]}",1,0,0,0,0,1,0,0,0,0,0,0,"['HUMBOLDT ST', 'ILLINOIS ST']",1,0,0,1,0,0
POINT(-122.387194548 37.7567776883),37.75677769,-122.3871945,2017,"{""type"":""Point"",""coordinates"":[-122.387194548,37.7567776883]}",1,0,0,0,0,1,0,0,0,0,0,0,"['HUMBOLDT ST', 'ILLINOIS ST']",1,0,0,1,0,0
POINT(-122.387312693 37.7579999539),37.75799995,-122.3873127,2013,"{""type"":""Point"",""coordinates"":[-122.387312693,37.7579999539]}",1,0,0,0,1,0,0,0,0,0,0,0,"['22ND ST', 'ILLINOIS ST']",1,0,1,0,0,0
POINT(-122.387312693 37.7579999539),37.75799995,-122.3873127,2017,"{""type"":""Point"",""coordinates"":[-122.387312693,37.7579999539]}",1,0,0,0,0,1,0,0,0,0,0,0,"['22ND ST', 'ILLINOIS ST']",1,0,0,1,0,0
POINT(-122.38745631 37.7490047589),37.74900476,-122.3874563,2007,"{""type"":""Point"",""coordinates"":[-122.38745631,37.7490047589]}",1,1,1,0,0,1,0,1,0,1,0,0,"['03RD ST', 'MARIN ST']",0,1,0,0,0,1
POINT(-122.38745631 37.7490047589),37.74900476,-122.3874563,2010,"{""type"":""Point"",""coordinates"":[-122.38745631,37.7490047589]}",2,0,0,0,1,1,0,0,0,0,0,0,"['03RD ST', 'MARIN ST']",2,0,1,1,0,0
POINT(-122.38745631 37.7490047589),37.74900476,-122.3874563,2011,"{""type"":""Point"",""coordinates"":[-122.38745631,37.7490047589]}",1,1,0,0,0,1,0,1,0,0,0,0,"['03RD ST', 'MARIN ST']",1,1,0,1,0,1
POINT(-122.387568783 37.7605502218),37.76055022,-122.3875688,2017,"{""type"":""Point"",""coordinates"":[-122.387568783,37.7605502218]}",1,0,0,0,0,1,0,0,0,0,0,0,"['20TH ST', 'ILLINOIS ST']",1,0,0,1,0,0
POINT(-122.38758527 37.7502633778),37.75026338,-122.3875853,2012,"{""type"":""Point"",""coordinates"":[-122.38758527,37.7502633778]}",0,1,0,0,0,0,1,0,0,0,0,0,"['03RD ST', 'CESAR CHAVEZ ST']",0,1,0,0,1,0
POINT(-122.38758527 37.7502633778),37.75026338,-122.3875853,2015,"{""type"":""Point"",""coordinates"":[-122.38758527,37.7502633778]}",1,0,0,0,0,1,0,0,0,0,0,0,"['03RD ST', 'CESAR CHAVEZ ST']",1,0,0,1,0,0
POINT(-122.38758527 37.7502633778),37.75026338,-122.3875853,2017,"{""type"":""Point"",""coordinates"":[-122.38758527,37.7502633778]}",1,0,0,0,0,1,0,0,0,0,0,0,"['03RD ST', 'CESAR CHAVEZ ST']",1,0,0,1,0,0
POINT(-122.387629454 37.7435279276),37.74352793,-122.3876295,2014,"{""type"":""Point"",""coordinates"":[-122.387629454,37.7435279276]}",0,1,0,0,0,0,0,1,0,0,0,0,"['03RD ST', 'DAVIDSON AVE']",0,1,0,0,0,1
POINT(-122.387661333 37.7187604984),37.7187605,-122.3876613,2006,"{""type"":""Point"",""coordinates"":[-122.387661333,37.7187604984]}",0,1,0,0,0,0,1,0,0,0,0,0,"['FITZGERALD AVE', 'GRIFFITH ST']",0,1,0,0,1,0
POINT(-122.387690005 37.7618264792),37.76182648,-122.38769,2011,"{""type"":""Point"",""coordinates"":[-122.387690005,37.7618264792]}",1,0,0,0,0,1,0,0,0,0,0,0,"['19TH ST', 'ILLINOIS ST']",1,0,0,1,0,0
POINT(-122.387707532 37.7406717014),37.7406717,-122.3877075,2015,"{""type"":""Point"",""coordinates"":[-122.387707532,37.7406717014]}",0,1,0,0,0,0,1,0,0,0,0,0,"['GALVEZ AVE', 'NEWHALL ST']",0,1,0,0,1,0
POINT(-122.38772939 37.7312317885),37.73123179,-122.3877294,2006,"{""type"":""Point"",""coordinates"":[-122.38772939,37.7312317885]}",0,1,0,0,0,0,0,1,0,0,0,0,"['KEITH ST', 'QUESADA AVE']",0,1,0,0,0,1
POINT(-122.387756281 37.7528356119),37.75283561,-122.3877563,2010,"{""type"":""Point"",""coordinates"":[-122.387756281,37.7528356119]}",1,0,0,0,0,1,0,0,0,0,0,0,"['03RD ST', '25TH ST']",1,0,0,1,0,0
POINT(-122.387756281 37.7528356119),37.75283561,-122.3877563,2017,"{""type"":""Point"",""coordinates"":[-122.387756281,37.7528356119]}",0,1,0,0,0,0,1,0,0,0,0,0,"['03RD ST', '25TH ST']",0,1,0,0,1,0
POINT(-122.387794796 37.7631072172),37.76310722,-122.3877948,2009,"{""type"":""Point"",""coordinates"":[-122.387794796,37.7631072172]}",1,0,0,0,0,1,0,0,0,0,0,0,"['18TH ST', 'ILLINOIS ST']",1,0,0,1,0,0
POINT(-122.38779489 37.7870972393),37.78709724,-122.3877949,2006,"{""type"":""Point"",""coordinates"":[-122.38779489,37.7870972393]}",0,1,0,0,0,0,0,1,0,0,0,0,"['BRYANT ST', 'THE EMBARCADERO']",0,1,0,0,0,1
POINT(-122.38779489 37.7870972393),37.78709724,-122.3877949,2014,"{""type"":""Point"",""coordinates"":[-122.38779489,37.7870972393]}",1,0,0,0,0,1,0,0,0,0,0,0,"['BRYANT ST', 'THE EMBARCADERO']",1,0,0,1,0,0
POINT(-122.38779489 37.7870972393),37.78709724,-122.3877949,2016,"{""type"":""Point"",""coordinates"":[-122.38779489,37.7870972393]}",1,0,0,0,0,1,0,0,0,0,0,0,"['BRYANT ST', 'THE EMBARCADERO']",1,0,0,1,0,0
POINT(-122.387909634 37.734170464),37.73417046,-122.3879096,2014,"{""type"":""Point"",""coordinates"":[-122.387909634,37.734170464]}",0,1,0,0,0,0,0,1,0,0,0,0,"['LANE ST', 'NEWCOMB AVE']",0,1,0,0,0,1
POINT(-122.387916811 37.7643793716),37.76437937,-122.3879168,2006,"{""type"":""Point"",""coordinates"":[-122.387916811,37.7643793716]}",1,0,0,0,0,1,0,0,0,0,0,0,"['ILLINOIS ST', 'MARIPOSA ST', 'TERRY A FRANCOIS BLVD']",1,0,0,1,0,0
POINT(-122.387916811 37.7643793716),37.76437937,-122.3879168,2007,"{""type"":""Point"",""coordinates"":[-122.387916811,37.7643793716]}",1,0,0,0,1,0,0,0,0,0,0,0,"['ILLINOIS ST', 'MARIPOSA ST', 'TERRY A FRANCOIS BLVD']",1,0,1,0,0,0
POINT(-122.387926351 37.7427031546),37.74270315,-122.3879264,2006,"{""type"":""Point"",""coordinates"":[-122.387926351,37.7427031546]}",0,1,0,0,0,0,1,0,0,0,0,0,"['03RD ST', 'EVANS AVE']",0,1,0,0,1,0
POINT(-122.387926351 37.7427031546),37.74270315,-122.3879264,2008,"{""type"":""Point"",""coordinates"":[-122.387926351,37.7427031546]}",0,1,0,0,0,0,0,1,0,0,0,0,"['03RD ST', 'EVANS AVE']",0,1,0,0,0,1
POINT(-122.387926351 37.7427031546),37.74270315,-122.3879264,2009,"{""type"":""Point"",""coordinates"":[-122.387926351,37.7427031546]}",0,1,0,0,0,0,1,0,0,0,0,0,"['03RD ST', 'EVANS AVE']",0,1,0,0,1,0
POINT(-122.387926351 37.7427031546),37.74270315,-122.3879264,2011,"{""type"":""Point"",""coordinates"":[-122.387926351,37.7427031546]}",0,1,0,0,0,0,0,1,0,0,0,0,"['03RD ST', 'EVANS AVE']",0,1,0,0,0,1
POINT(-122.387926351 37.7427031546),37.74270315,-122.3879264,2013,"{""type"":""Point"",""coordinates"":[-122.387926351,37.7427031546]}",1,2,0,1,1,0,1,1,0,0,1,0,"['03RD ST', 'EVANS AVE']",1,1,1,0,0,1
POINT(-122.387926351 37.7427031546),37.74270315,-122.3879264,2015,"{""type"":""Point"",""coordinates"":[-122.387926351,37.7427031546]}",0,1,0,0,0,0,0,1,0,0,0,0,"['03RD ST', 'EVANS AVE']",0,1,0,0,0,1
POINT(-122.387926351 37.7427031546),37.74270315,-122.3879264,2017,"{""type"":""Point"",""coordinates"":[-122.387926351,37.7427031546]}",0,2,0,0,0,0,0,2,0,0,0,0,"['03RD ST', 'EVANS AVE']",0,2,0,0,0,2
POINT(-122.388001121 37.7553898852),37.75538989,-122.3880011,2011,"{""type"":""Point"",""coordinates"":[-122.388001121,37.7553898852]}",0,1,0,0,0,0,1,0,0,0,0,0,"['03RD ST', '23RD ST']",0,1,0,0,1,0
POINT(-122.388001121 37.7553898852),37.75538989,-122.3880011,2014,"{""type"":""Point"",""coordinates"":[-122.388001121,37.7553898852]}",0,1,0,0,0,0,1,0,0,0,0,0,"['03RD ST', '23RD ST']",0,1,0,0,1,0
POINT(-122.388001121 37.7553898852),37.75538989,-122.3880011,2015,"{""type"":""Point"",""coordinates"":[-122.388001121,37.7553898852]}",1,0,0,0,0,1,0,0,0,0,0,0,"['03RD ST', '23RD ST']",1,0,0,1,0,0
POINT(-122.388023344 37.7847736142),37.78477361,-122.3880233,2012,"{""type"":""Point"",""coordinates"":[-122.388023344,37.7847736142]}",0,1,0,0,0,0,0,1,0,0,0,0,"['BRANNAN ST', 'THE EMBARCADERO']",0,1,0,0,0,1
POINT(-122.388023344 37.7847736142),37.78477361,-122.3880233,2017,"{""type"":""Point"",""coordinates"":[-122.388023344,37.7847736142]}",1,0,0,0,1,0,0,0,0,0,0,0,"['BRANNAN ST', 'THE EMBARCADERO']",1,0,1,0,0,0
POINT(-122.388136868 37.7182356427),37.71823564,-122.3881369,2011,"{""type"":""Point"",""coordinates"":[-122.388136868,37.7182356427]}",0,1,0,0,0,0,0,1,0,0,0,0,"['GILMAN AVE', 'GRIFFITH ST']",0,1,0,0,0,1
POINT(-122.388200344 37.7418890631),37.74188906,-122.3882003,2016,"{""type"":""Point"",""coordinates"":[-122.388200344,37.7418890631]}",0,1,0,0,0,0,0,1,0,0,0,0,"['03RD ST', 'FAIRFAX AVE']",0,1,0,0,0,1
POINT(-122.388243741 37.7477214416),37.74772144,-122.3882437,2014,"{""type"":""Point"",""coordinates"":[-122.388243741,37.7477214416]}",0,1,0,1,0,0,0,1,0,0,0,1,"['TENNESSEE ST', 'TULARE ST']",0,0,0,0,0,0
POINT(-122.388306068 37.7817982355),37.78179824,-122.3883061,2016,"{""type"":""Point"",""coordinates"":[-122.388306068,37.7817982355]}",2,0,0,0,0,2,0,0,0,0,0,0,"['KING ST', 'THE EMBARCADERO', 'TOWNSEND ST']",2,0,0,2,0,0
POINT(-122.388306068 37.7817982355),37.78179824,-122.3883061,2017,"{""type"":""Point"",""coordinates"":[-122.388306068,37.7817982355]}",0,1,0,0,0,0,0,1,0,0,0,0,"['KING ST', 'THE EMBARCADERO', 'TOWNSEND ST']",0,1,0,0,0,1
POINT(-122.38845503 37.7429806173),37.74298062,-122.388455,2012,"{""type"":""Point"",""coordinates"":[-122.38845503,37.7429806173]}",0,1,0,0,0,0,0,1,0,0,0,0,"['EVANS AVE', 'PHELPS ST']",0,1,0,0,0,1
POINT(-122.38845503 37.7429806173),37.74298062,-122.388455,2017,"{""type"":""Point"",""coordinates"":[-122.38845503,37.7429806173]}",1,0,0,0,1,0,0,0,0,0,0,0,"['EVANS AVE', 'PHELPS ST']",1,0,1,0,0,0
